Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Dependency=Geometry Foundation Type	Option=None	Option=Uninsulated	"Option=Wall R-5, Exterior"	"Option=Wall R-10, Exterior"	"Option=Wall R-15, Exterior"	sampling_probability
CR08	1960s	Single-Family Detached	Heated Basement	0	0.2	0.8	0	0	0.00244782
CR09	1960s	Single-Family Detached	Heated Basement	0	0.2	0.8	0	0	0.00062584
CR10	1960s	Single-Family Detached	Heated Basement	0	0.2	0.8	0	0	8.81E-05
CR11	1960s	Single-Family Detached	Heated Basement	0	0.2	0.8	0	0	5.53E-05
CR02	1970s	Single-Family Detached	Heated Basement	0	0	0.6	0.4	0	0.00253416
CR03	1970s	Single-Family Detached	Heated Basement	0	0	0.6	0.4	0	0.00138151
CR04	1970s	Single-Family Detached	Heated Basement	0	0	0.6	0.4	0	0.00397851
CR05	1970s	Single-Family Detached	Heated Basement	0	0	0.6	0.4	0	0.00127628
CR06	1970s	Single-Family Detached	Heated Basement	0	0	0.6	0.4	0	0.000359722
CR07	1970s	Single-Family Detached	Heated Basement	0	0	0.6	0.4	0	0.00237372
CR08	1970s	Single-Family Detached	Heated Basement	0	0	0.6	0.4	0	0.00296259
CR09	1970s	Single-Family Detached	Heated Basement	0	0	0.6	0.4	0	0.000830321
CR10	1970s	Single-Family Detached	Heated Basement	0	0	0.6	0.4	0	0.0001513
CR11	1970s	Single-Family Detached	Heated Basement	0	0	0.6	0.4	0	7.65E-05
CR02	1980s	Single-Family Detached	Heated Basement	0	0	0.2	0.8	0	0.00119721
CR03	1980s	Single-Family Detached	Heated Basement	0	0	0.2	0.8	0	0.00113865
CR04	1980s	Single-Family Detached	Heated Basement	0	0	0.2	0.8	0	0.00215375
CR05	1980s	Single-Family Detached	Heated Basement	0	0	0.2	0.8	0	0.000835206
CR06	1980s	Single-Family Detached	Heated Basement	0	0	0.2	0.8	0	0.000151866
CR07	1980s	Single-Family Detached	Heated Basement	0	0	0.2	0.8	0	0.00182645
CR08	1980s	Single-Family Detached	Heated Basement	0	0	0.2	0.8	0	0.00268167
CR09	1980s	Single-Family Detached	Heated Basement	0	0	0.2	0.8	0	0.00101909
CR10	1980s	Single-Family Detached	Heated Basement	0	0	0.2	0.8	0	0.000196676
CR11	1980s	Single-Family Detached	Heated Basement	0	0	0.2	0.8	0	6.21E-05
CR02	1990s	Single-Family Detached	Heated Basement	0	0	0	0.4	0.6	0.00156794
CR03	1990s	Single-Family Detached	Heated Basement	0	0	0	0.4	0.6	0.000953449
CR04	1990s	Single-Family Detached	Heated Basement	0	0	0	0.4	0.6	0.00331662
CR05	1990s	Single-Family Detached	Heated Basement	0	0	0	0.4	0.6	0.0012218
CR06	1990s	Single-Family Detached	Heated Basement	0	0	0	0.4	0.6	0.000253346
CR07	1990s	Single-Family Detached	Heated Basement	0	0	0	0.4	0.6	0.00171618
CR08	1990s	Single-Family Detached	Heated Basement	0	0	0	0.4	0.6	0.00309143
CR09	1990s	Single-Family Detached	Heated Basement	0	0	0	0.4	0.6	0.00125084
CR10	1990s	Single-Family Detached	Heated Basement	0	0	0	0.4	0.6	0.000247964
CR11	1990s	Single-Family Detached	Heated Basement	0	0	0	0.4	0.6	4.82E-05
CR02	2000s	Single-Family Detached	Heated Basement	0	0	0	0.6	0.4	0.00164988
CR03	2000s	Single-Family Detached	Heated Basement	0	0	0	0.6	0.4	0.00100502
CR04	2000s	Single-Family Detached	Heated Basement	0	0	0	0.6	0.4	0.00356722
CR05	2000s	Single-Family Detached	Heated Basement	0	0	0	0.6	0.4	0.00075919
CR06	2000s	Single-Family Detached	Heated Basement	0	0	0	0.6	0.4	0.000165765
CR07	2000s	Single-Family Detached	Heated Basement	0	0	0	0.6	0.4	0.00164576
CR08	2000s	Single-Family Detached	Heated Basement	0	0	0	0.6	0.4	0.00243061
CR09	2000s	Single-Family Detached	Heated Basement	0	0	0	0.6	0.4	0.00085049
CR10	2000s	Single-Family Detached	Heated Basement	0	0	0	0.6	0.4	9.40E-05
CR11	2000s	Single-Family Detached	Heated Basement	0	0	0	0.6	0.4	4.35E-05
CR02	2010s	Single-Family Detached	Heated Basement	0	0	0	0.2	0.8	0.000553557
CR03	2010s	Single-Family Detached	Heated Basement	0	0	0	0.2	0.8	0.00029028
CR04	2010s	Single-Family Detached	Heated Basement	0	0	0	0.2	0.8	0.000889077
CR05	2010s	Single-Family Detached	Heated Basement	0	0	0	0.2	0.8	0.000248718
CR06	2010s	Single-Family Detached	Heated Basement	0	0	0	0.2	0.8	5.73E-05
CR07	2010s	Single-Family Detached	Heated Basement	0	0	0	0.2	0.8	0.000465628
CR08	2010s	Single-Family Detached	Heated Basement	0	0	0	0.2	0.8	0.000791178
CR09	2010s	Single-Family Detached	Heated Basement	0	0	0	0.2	0.8	0.000263013
CR10	2010s	Single-Family Detached	Heated Basement	0	1	0	0	0	1.82E-05
CR11	2010s	Single-Family Detached	Heated Basement	0	1	0	0	0	8.32E-06
CR02	<1940	Mobile Home	Ambient	0	0.4	0.6	0	0	2.83E-05
CR03	<1940	Mobile Home	Ambient	0	0.4	0.6	0	0	1.81E-05
CR04	<1940	Mobile Home	Ambient	0	0.4	0.6	0	0	5.60E-05
CR05	<1940	Mobile Home	Ambient	0	0.4	0.6	0	0	2.15E-05
CR06	<1940	Mobile Home	Ambient	0	0.4	0.6	0	0	1.58E-05
CR07	<1940	Mobile Home	Ambient	0	0.4	0.6	0	0	3.67E-05
CR08	<1940	Mobile Home	Ambient	0	0.4	0.6	0	0	5.33E-05
CR09	<1940	Mobile Home	Ambient	0	0.4	0.6	0	0	0.000106545
CR10	<1940	Mobile Home	Ambient	0	0.4	0.6	0	0	1.73E-05
CR11	<1940	Mobile Home	Ambient	0	0.4	0.6	0	0	3.40E-05
CR02	1940s	Mobile Home	Ambient	0	0.2	0.8	0	0	6.23E-06
CR03	1940s	Mobile Home	Ambient	0	0.2	0.8	0	0	1.05E-05
CR04	1940s	Mobile Home	Ambient	0	0.2	0.8	0	0	2.59E-05
CR05	1940s	Mobile Home	Ambient	0	0.2	0.8	0	0	9.08E-06
CR06	1940s	Mobile Home	Ambient	0	0.2	0.8	0	0	8.20E-06
CR07	1940s	Mobile Home	Ambient	0	0.2	0.8	0	0	1.84E-05
CR08	1940s	Mobile Home	Ambient	0	0.2	0.8	0	0	3.62E-05
CR09	1940s	Mobile Home	Ambient	0	0.2	0.8	0	0	9.77E-05
CR10	1940s	Mobile Home	Ambient	0	0.2	0.8	0	0	8.23E-06
CR11	1940s	Mobile Home	Ambient	0	0.2	0.8	0	0	3.96E-05
CR02	1950s	Mobile Home	Ambient	0	0.4	0.6	0	0	2.60E-05
CR03	1950s	Mobile Home	Ambient	0	0.4	0.6	0	0	2.98E-05
CR04	1950s	Mobile Home	Ambient	0	0.4	0.6	0	0	8.35E-05
CR05	1950s	Mobile Home	Ambient	0	0.4	0.6	0	0	2.85E-05
CR06	1950s	Mobile Home	Ambient	0	0.4	0.6	0	0	3.25E-05
CR07	1950s	Mobile Home	Ambient	0	0.4	0.6	0	0	6.67E-05
CR08	1950s	Mobile Home	Ambient	0	0.4	0.6	0	0	9.12E-05
CR09	1950s	Mobile Home	Ambient	0	0.4	0.6	0	0	0.000326587
CR10	1950s	Mobile Home	Ambient	0	0.4	0.6	0	0	5.75E-05
CR11	1950s	Mobile Home	Ambient	0	0.4	0.6	0	0	0.000145803
CR02	1960s	Mobile Home	Ambient	0	0.2	0.8	0	0	0.000128783
CR03	1960s	Mobile Home	Ambient	0	0.2	0.8	0	0	9.94E-05
CR04	1960s	Mobile Home	Ambient	0	0.2	0.8	0	0	0.000382922
CR05	1960s	Mobile Home	Ambient	0	0.2	0.8	0	0	0.000140249
CR06	1960s	Mobile Home	Ambient	0	0.2	0.8	0	0	0.000171543
CR07	1960s	Mobile Home	Ambient	0	0.2	0.8	0	0	0.000278513
CR08	1960s	Mobile Home	Ambient	0	0.2	0.8	0	0	0.000433443
CR09	1960s	Mobile Home	Ambient	0	0.2	0.8	0	0	0.0012569
CR10	1960s	Mobile Home	Ambient	0	0.2	0.8	0	0	0.000253864
CR11	1960s	Mobile Home	Ambient	0	0.2	0.8	0	0	0.000468207
CR02	1970s	Mobile Home	Ambient	0	0	0.6	0.4	0	0.000539244
CR03	1970s	Mobile Home	Ambient	0	0	0.6	0.4	0	0.000280239
CR04	1970s	Mobile Home	Ambient	0	0	0.6	0.4	0	0.0011763
CR05	1970s	Mobile Home	Ambient	0	0	0.6	0.4	0	0.000683717
CR06	1970s	Mobile Home	Ambient	0	0	0.6	0.4	0	0.000736827
CR07	1970s	Mobile Home	Ambient	0	0	0.6	0.4	0	0.000816211
CR08	1970s	Mobile Home	Ambient	0	0	0.6	0.4	0	0.00152799
CR09	1970s	Mobile Home	Ambient	0	0	0.6	0.4	0	0.00466506
CR10	1970s	Mobile Home	Ambient	0	0	0.6	0.4	0	0.000924973
CR11	1970s	Mobile Home	Ambient	0	0	0.6	0.4	0	0.00141379
CR02	1980s	Mobile Home	Ambient	0	0	0.2	0.8	0	0.000399574
CR03	1980s	Mobile Home	Ambient	0	0	0.2	0.8	0	0.000316941
CR04	1980s	Mobile Home	Ambient	0	0	0.2	0.8	0	0.00113956
CR05	1980s	Mobile Home	Ambient	0	0	0.2	0.8	0	0.000407177
CR06	1980s	Mobile Home	Ambient	0	0	0.2	0.8	0	0.000549699
CR07	1980s	Mobile Home	Ambient	0	0	0.2	0.8	0	0.000794984
CR08	1980s	Mobile Home	Ambient	0	0	0.2	0.8	0	0.00170336
CR09	1980s	Mobile Home	Ambient	0	0	0.2	0.8	0	0.0069546
CR10	1980s	Mobile Home	Ambient	0	0	0.2	0.8	0	0.00097291
CR11	1980s	Mobile Home	Ambient	0	0	0.2	0.8	0	0.000760016
CR02	1990s	Mobile Home	Ambient	0	0	0	0.4	0.6	0.000577468
CR03	1990s	Mobile Home	Ambient	0	0	0	0.4	0.6	0.000215623
CR04	1990s	Mobile Home	Ambient	0	0	0	0.4	0.6	0.00150371
CR05	1990s	Mobile Home	Ambient	0	0	0	0.4	0.6	0.000449335
CR06	1990s	Mobile Home	Ambient	0	0	0	0.4	0.6	0.000667407
CR07	1990s	Mobile Home	Ambient	0	0	0	0.4	0.6	0.000753127
CR08	1990s	Mobile Home	Ambient	0	0	0	0.4	0.6	0.00272132
CR09	1990s	Mobile Home	Ambient	0	0	0	0.4	0.6	0.00944522
CR10	1990s	Mobile Home	Ambient	0	0	0	0.4	0.6	0.00103837
CR11	1990s	Mobile Home	Ambient	0	0	0	0.4	0.6	0.000469651
CR02	2000s	Mobile Home	Ambient	0	0	0	0.6	0.4	0.000284104
CR03	2000s	Mobile Home	Ambient	0	0	0	0.6	0.4	0.000166807
CR04	2000s	Mobile Home	Ambient	0	0	0	0.6	0.4	0.000685465
CR05	2000s	Mobile Home	Ambient	0	0	0	0.6	0.4	0.000238638
CR06	2000s	Mobile Home	Ambient	0	0	0	0.6	0.4	0.000260391
CR07	2000s	Mobile Home	Ambient	0	0	0	0.6	0.4	0.000436347
CR08	2000s	Mobile Home	Ambient	0	0	0	0.6	0.4	0.00151138
CR09	2000s	Mobile Home	Ambient	0	0	0	0.6	0.4	0.00526931
CR10	2000s	Mobile Home	Ambient	0	0	0	0.6	0.4	0.000608095
CR11	2000s	Mobile Home	Ambient	0	0	0	0.6	0.4	0.000510952
CR02	2010s	Mobile Home	Ambient	0	0	0	0.2	0.8	9.32E-05
CR03	2010s	Mobile Home	Ambient	0	0	0	0.2	0.8	4.33E-05
CR04	2010s	Mobile Home	Ambient	0	0	0	0.2	0.8	0.000230267
CR05	2010s	Mobile Home	Ambient	0	0	0	0.2	0.8	9.11E-05
CR06	2010s	Mobile Home	Ambient	0	0	0	0.2	0.8	6.41E-05
CR07	2010s	Mobile Home	Ambient	0	0	0	0.2	0.8	0.00014768
CR08	2010s	Mobile Home	Ambient	0	0	0	0.2	0.8	0.000391625
CR09	2010s	Mobile Home	Ambient	0	0	0	0.2	0.8	0.00169269
CR10	2010s	Mobile Home	Ambient	0	1	0	0	0	0.000148496
CR11	2010s	Mobile Home	Ambient	0	1	0	0	0	0.000128118
CR02	<1940	Multi-Family with 2 - 4 Units	Ambient	0	0.4	0.6	0	0	0
CR03	<1940	Multi-Family with 2 - 4 Units	Ambient	0	0.4	0.6	0	0	0
CR04	<1940	Multi-Family with 2 - 4 Units	Ambient	0	0.4	0.6	0	0	0
CR05	<1940	Multi-Family with 2 - 4 Units	Ambient	0	0.4	0.6	0	0	0
CR06	<1940	Multi-Family with 2 - 4 Units	Ambient	0	0.4	0.6	0	0	0
CR07	<1940	Multi-Family with 2 - 4 Units	Ambient	0	0.4	0.6	0	0	0
CR08	<1940	Multi-Family with 2 - 4 Units	Ambient	0	0.4	0.6	0	0	0
CR09	<1940	Multi-Family with 2 - 4 Units	Ambient	0	0.4	0.6	0	0	0
CR10	<1940	Multi-Family with 2 - 4 Units	Ambient	0	0.4	0.6	0	0	0
CR11	<1940	Multi-Family with 2 - 4 Units	Ambient	0	0.4	0.6	0	0	0
CR02	1940s	Multi-Family with 2 - 4 Units	Ambient	0	0.2	0.8	0	0	0
CR03	1940s	Multi-Family with 2 - 4 Units	Ambient	0	0.2	0.8	0	0	0
CR04	1940s	Multi-Family with 2 - 4 Units	Ambient	0	0.2	0.8	0	0	0
CR05	1940s	Multi-Family with 2 - 4 Units	Ambient	0	0.2	0.8	0	0	0
CR06	1940s	Multi-Family with 2 - 4 Units	Ambient	0	0.2	0.8	0	0	0
CR07	1940s	Multi-Family with 2 - 4 Units	Ambient	0	0.2	0.8	0	0	0
CR08	1940s	Multi-Family with 2 - 4 Units	Ambient	0	0.2	0.8	0	0	0
CR09	1940s	Multi-Family with 2 - 4 Units	Ambient	0	0.2	0.8	0	0	0
CR10	1940s	Multi-Family with 2 - 4 Units	Ambient	0	0.2	0.8	0	0	0
CR11	1940s	Multi-Family with 2 - 4 Units	Ambient	0	0.2	0.8	0	0	0
CR02	1950s	Multi-Family with 2 - 4 Units	Ambient	0	0.4	0.6	0	0	0
CR03	1950s	Multi-Family with 2 - 4 Units	Ambient	0	0.4	0.6	0	0	0
CR04	1950s	Multi-Family with 2 - 4 Units	Ambient	0	0.4	0.6	0	0	0
CR05	1950s	Multi-Family with 2 - 4 Units	Ambient	0	0.4	0.6	0	0	0
CR06	1950s	Multi-Family with 2 - 4 Units	Ambient	0	0.4	0.6	0	0	0
CR07	1950s	Multi-Family with 2 - 4 Units	Ambient	0	0.4	0.6	0	0	0
CR08	1950s	Multi-Family with 2 - 4 Units	Ambient	0	0.4	0.6	0	0	0
CR09	1950s	Multi-Family with 2 - 4 Units	Ambient	0	0.4	0.6	0	0	0
CR10	1950s	Multi-Family with 2 - 4 Units	Ambient	0	0.4	0.6	0	0	0
CR11	1950s	Multi-Family with 2 - 4 Units	Ambient	0	0.4	0.6	0	0	0
CR02	1960s	Multi-Family with 2 - 4 Units	Ambient	0	0.2	0.8	0	0	0
CR03	1960s	Multi-Family with 2 - 4 Units	Ambient	0	0.2	0.8	0	0	0
CR04	1960s	Multi-Family with 2 - 4 Units	Ambient	0	0.2	0.8	0	0	0
CR05	1960s	Multi-Family with 2 - 4 Units	Ambient	0	0.2	0.8	0	0	0
CR06	1960s	Multi-Family with 2 - 4 Units	Ambient	0	0.2	0.8	0	0	0
CR07	1960s	Multi-Family with 2 - 4 Units	Ambient	0	0.2	0.8	0	0	0
CR08	1960s	Multi-Family with 2 - 4 Units	Ambient	0	0.2	0.8	0	0	0
CR09	1960s	Multi-Family with 2 - 4 Units	Ambient	0	0.2	0.8	0	0	0
CR10	1960s	Multi-Family with 2 - 4 Units	Ambient	0	0.2	0.8	0	0	0
CR11	1960s	Multi-Family with 2 - 4 Units	Ambient	0	0.2	0.8	0	0	0
CR02	1970s	Multi-Family with 2 - 4 Units	Ambient	0	0	0.6	0.4	0	0
CR03	1970s	Multi-Family with 2 - 4 Units	Ambient	0	0	0.6	0.4	0	0
CR04	1970s	Multi-Family with 2 - 4 Units	Ambient	0	0	0.6	0.4	0	0
CR05	1970s	Multi-Family with 2 - 4 Units	Ambient	0	0	0.6	0.4	0	0
CR06	1970s	Multi-Family with 2 - 4 Units	Ambient	0	0	0.6	0.4	0	0
CR07	1970s	Multi-Family with 2 - 4 Units	Ambient	0	0	0.6	0.4	0	0
CR08	1970s	Multi-Family with 2 - 4 Units	Ambient	0	0	0.6	0.4	0	0
CR09	1970s	Multi-Family with 2 - 4 Units	Ambient	0	0	0.6	0.4	0	0
CR10	1970s	Multi-Family with 2 - 4 Units	Ambient	0	0	0.6	0.4	0	0
CR11	1970s	Multi-Family with 2 - 4 Units	Ambient	0	0	0.6	0.4	0	0
CR02	1980s	Multi-Family with 2 - 4 Units	Ambient	0	0	0.2	0.8	0	0
CR03	1980s	Multi-Family with 2 - 4 Units	Ambient	0	0	0.2	0.8	0	0
CR04	1980s	Multi-Family with 2 - 4 Units	Ambient	0	0	0.2	0.8	0	0
CR05	1980s	Multi-Family with 2 - 4 Units	Ambient	0	0	0.2	0.8	0	0
CR06	1980s	Multi-Family with 2 - 4 Units	Ambient	0	0	0.2	0.8	0	0
CR07	1980s	Multi-Family with 2 - 4 Units	Ambient	0	0	0.2	0.8	0	0
CR08	1980s	Multi-Family with 2 - 4 Units	Ambient	0	0	0.2	0.8	0	0
CR09	1980s	Multi-Family with 2 - 4 Units	Ambient	0	0	0.2	0.8	0	0
CR10	1980s	Multi-Family with 2 - 4 Units	Ambient	0	0	0.2	0.8	0	0
CR11	1980s	Multi-Family with 2 - 4 Units	Ambient	0	0	0.2	0.8	0	0
CR02	1990s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.4	0.6	0
CR03	1990s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.4	0.6	0
CR04	1990s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.4	0.6	0
CR05	1990s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.4	0.6	0
CR06	1990s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.4	0.6	0
CR07	1990s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.4	0.6	0
CR08	1990s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.4	0.6	0
CR09	1990s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.4	0.6	0
CR10	1990s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.4	0.6	0
CR11	1990s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.4	0.6	0
CR02	2000s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.6	0.4	0
CR03	2000s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.6	0.4	0
CR04	2000s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.6	0.4	0
CR05	2000s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.6	0.4	0
CR06	2000s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.6	0.4	0
CR07	2000s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.6	0.4	0
CR08	2000s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.6	0.4	0
CR09	2000s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.6	0.4	0
CR10	2000s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.6	0.4	0
CR11	2000s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.6	0.4	0
CR02	2010s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.2	0.8	0
CR03	2010s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.2	0.8	0
CR04	2010s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.2	0.8	0
CR05	2010s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.2	0.8	0
CR06	2010s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.2	0.8	0
CR07	2010s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.2	0.8	0
CR08	2010s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.2	0.8	0
CR09	2010s	Multi-Family with 2 - 4 Units	Ambient	0	0	0	0.2	0.8	0
CR10	2010s	Multi-Family with 2 - 4 Units	Ambient	0	1	0	0	0	0
CR11	2010s	Multi-Family with 2 - 4 Units	Ambient	0	1	0	0	0	0
CR02	<1940	Multi-Family with 5+ Units	Ambient	0	0.4	0.6	0	0	0
CR03	<1940	Multi-Family with 5+ Units	Ambient	0	0.4	0.6	0	0	0
CR04	<1940	Multi-Family with 5+ Units	Ambient	0	0.4	0.6	0	0	0
CR05	<1940	Multi-Family with 5+ Units	Ambient	0	0.4	0.6	0	0	0
CR06	<1940	Multi-Family with 5+ Units	Ambient	0	0.4	0.6	0	0	0
CR07	<1940	Multi-Family with 5+ Units	Ambient	0	0.4	0.6	0	0	0
CR08	<1940	Multi-Family with 5+ Units	Ambient	0	0.4	0.6	0	0	0
CR09	<1940	Multi-Family with 5+ Units	Ambient	0	0.4	0.6	0	0	0
CR10	<1940	Multi-Family with 5+ Units	Ambient	0	0.4	0.6	0	0	0
CR11	<1940	Multi-Family with 5+ Units	Ambient	0	0.4	0.6	0	0	0
CR02	1940s	Multi-Family with 5+ Units	Ambient	0	0.2	0.8	0	0	0
CR03	1940s	Multi-Family with 5+ Units	Ambient	0	0.2	0.8	0	0	0
CR04	1940s	Multi-Family with 5+ Units	Ambient	0	0.2	0.8	0	0	0
CR05	1940s	Multi-Family with 5+ Units	Ambient	0	0.2	0.8	0	0	0
CR06	1940s	Multi-Family with 5+ Units	Ambient	0	0.2	0.8	0	0	0
CR07	1940s	Multi-Family with 5+ Units	Ambient	0	0.2	0.8	0	0	0
CR08	1940s	Multi-Family with 5+ Units	Ambient	0	0.2	0.8	0	0	0
CR09	1940s	Multi-Family with 5+ Units	Ambient	0	0.2	0.8	0	0	0
CR10	1940s	Multi-Family with 5+ Units	Ambient	0	0.2	0.8	0	0	0
CR11	1940s	Multi-Family with 5+ Units	Ambient	0	0.2	0.8	0	0	0
CR02	1950s	Multi-Family with 5+ Units	Ambient	0	0.4	0.6	0	0	0
CR03	1950s	Multi-Family with 5+ Units	Ambient	0	0.4	0.6	0	0	0
CR04	1950s	Multi-Family with 5+ Units	Ambient	0	0.4	0.6	0	0	0
CR05	1950s	Multi-Family with 5+ Units	Ambient	0	0.4	0.6	0	0	0
CR06	1950s	Multi-Family with 5+ Units	Ambient	0	0.4	0.6	0	0	0
CR07	1950s	Multi-Family with 5+ Units	Ambient	0	0.4	0.6	0	0	0
CR08	1950s	Multi-Family with 5+ Units	Ambient	0	0.4	0.6	0	0	0
CR09	1950s	Multi-Family with 5+ Units	Ambient	0	0.4	0.6	0	0	0
CR10	1950s	Multi-Family with 5+ Units	Ambient	0	0.4	0.6	0	0	0
CR11	1950s	Multi-Family with 5+ Units	Ambient	0	0.4	0.6	0	0	0
CR02	1960s	Multi-Family with 5+ Units	Ambient	0	0.2	0.8	0	0	0
CR03	1960s	Multi-Family with 5+ Units	Ambient	0	0.2	0.8	0	0	0
CR04	1960s	Multi-Family with 5+ Units	Ambient	0	0.2	0.8	0	0	0
CR05	1960s	Multi-Family with 5+ Units	Ambient	0	0.2	0.8	0	0	0
CR06	1960s	Multi-Family with 5+ Units	Ambient	0	0.2	0.8	0	0	0
CR07	1960s	Multi-Family with 5+ Units	Ambient	0	0.2	0.8	0	0	0
CR08	1960s	Multi-Family with 5+ Units	Ambient	0	0.2	0.8	0	0	0
CR09	1960s	Multi-Family with 5+ Units	Ambient	0	0.2	0.8	0	0	0
CR10	1960s	Multi-Family with 5+ Units	Ambient	0	0.2	0.8	0	0	0
CR11	1960s	Multi-Family with 5+ Units	Ambient	0	0.2	0.8	0	0	0
CR02	1970s	Multi-Family with 5+ Units	Ambient	0	0	0.6	0.4	0	0
CR03	1970s	Multi-Family with 5+ Units	Ambient	0	0	0.6	0.4	0	0
CR04	1970s	Multi-Family with 5+ Units	Ambient	0	0	0.6	0.4	0	0
CR05	1970s	Multi-Family with 5+ Units	Ambient	0	0	0.6	0.4	0	0
CR06	1970s	Multi-Family with 5+ Units	Ambient	0	0	0.6	0.4	0	0
CR07	1970s	Multi-Family with 5+ Units	Ambient	0	0	0.6	0.4	0	0
CR08	1970s	Multi-Family with 5+ Units	Ambient	0	0	0.6	0.4	0	0
CR09	1970s	Multi-Family with 5+ Units	Ambient	0	0	0.6	0.4	0	0
CR10	1970s	Multi-Family with 5+ Units	Ambient	0	0	0.6	0.4	0	0
CR11	1970s	Multi-Family with 5+ Units	Ambient	0	0	0.6	0.4	0	0
CR02	1980s	Multi-Family with 5+ Units	Ambient	0	0	0.2	0.8	0	0
CR03	1980s	Multi-Family with 5+ Units	Ambient	0	0	0.2	0.8	0	0
CR04	1980s	Multi-Family with 5+ Units	Ambient	0	0	0.2	0.8	0	0
CR05	1980s	Multi-Family with 5+ Units	Ambient	0	0	0.2	0.8	0	0
CR06	1980s	Multi-Family with 5+ Units	Ambient	0	0	0.2	0.8	0	0
CR07	1980s	Multi-Family with 5+ Units	Ambient	0	0	0.2	0.8	0	0
CR08	1980s	Multi-Family with 5+ Units	Ambient	0	0	0.2	0.8	0	0
CR09	1980s	Multi-Family with 5+ Units	Ambient	0	0	0.2	0.8	0	0
CR10	1980s	Multi-Family with 5+ Units	Ambient	0	0	0.2	0.8	0	0
CR11	1980s	Multi-Family with 5+ Units	Ambient	0	0	0.2	0.8	0	0
CR02	1990s	Multi-Family with 5+ Units	Ambient	0	0	0	0.4	0.6	0
CR03	1990s	Multi-Family with 5+ Units	Ambient	0	0	0	0.4	0.6	0
CR04	1990s	Multi-Family with 5+ Units	Ambient	0	0	0	0.4	0.6	0
CR05	1990s	Multi-Family with 5+ Units	Ambient	0	0	0	0.4	0.6	0
CR06	1990s	Multi-Family with 5+ Units	Ambient	0	0	0	0.4	0.6	0
CR07	1990s	Multi-Family with 5+ Units	Ambient	0	0	0	0.4	0.6	0
CR08	1990s	Multi-Family with 5+ Units	Ambient	0	0	0	0.4	0.6	0
CR09	1990s	Multi-Family with 5+ Units	Ambient	0	0	0	0.4	0.6	0
CR10	1990s	Multi-Family with 5+ Units	Ambient	0	0	0	0.4	0.6	0
CR11	1990s	Multi-Family with 5+ Units	Ambient	0	0	0	0.4	0.6	0
CR02	2000s	Multi-Family with 5+ Units	Ambient	0	0	0	0.6	0.4	0
CR03	2000s	Multi-Family with 5+ Units	Ambient	0	0	0	0.6	0.4	0
CR04	2000s	Multi-Family with 5+ Units	Ambient	0	0	0	0.6	0.4	0
CR05	2000s	Multi-Family with 5+ Units	Ambient	0	0	0	0.6	0.4	0
CR06	2000s	Multi-Family with 5+ Units	Ambient	0	0	0	0.6	0.4	0
CR07	2000s	Multi-Family with 5+ Units	Ambient	0	0	0	0.6	0.4	0
CR08	2000s	Multi-Family with 5+ Units	Ambient	0	0	0	0.6	0.4	0
CR09	2000s	Multi-Family with 5+ Units	Ambient	0	0	0	0.6	0.4	0
CR10	2000s	Multi-Family with 5+ Units	Ambient	0	0	0	0.6	0.4	0
CR11	2000s	Multi-Family with 5+ Units	Ambient	0	0	0	0.6	0.4	0
CR02	2010s	Multi-Family with 5+ Units	Ambient	0	0	0	0.2	0.8	0
CR03	2010s	Multi-Family with 5+ Units	Ambient	0	0	0	0.2	0.8	0
CR04	2010s	Multi-Family with 5+ Units	Ambient	0	0	0	0.2	0.8	0
CR05	2010s	Multi-Family with 5+ Units	Ambient	0	0	0	0.2	0.8	0
CR06	2010s	Multi-Family with 5+ Units	Ambient	0	0	0	0.2	0.8	0
CR07	2010s	Multi-Family with 5+ Units	Ambient	0	0	0	0.2	0.8	0
