Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=Vintage ACS	Option=Central AC	Option=Heat Pump	Option=None	Option=Room AC	source_count	source_weight	sampling_probability
3A	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0	0	1	0	3	19101.1	0.000117707
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0	0	1	0	2	7075.56	0.000159354
3A	Multi-Family with 2 - 4 Units	None	<1940	0	0	1	0	2	7075.56	3.12E-06
3A	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0	0	1	0	0	0	0.000105536
3A	Multi-Family with 5+ Units	Ducted Heating	<1940	0	0	1	0	3	19101.1	0.000144821
3A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
3A	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0	0	1	0	2	7075.56	0.000154284
3A	Multi-Family with 5+ Units	None	<1940	0	0	1	0	2	7075.56	5.05E-06
3A	Single-Family Attached	Ducted Heat Pump	<1940	0	0	1	0	3	30690.1	1.95E-05
3A	Single-Family Attached	Ducted Heating	<1940	0	0	1	0	13	76758.4	3.74E-05
3A	Single-Family Attached	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
3A	Single-Family Attached	Non-Ducted Heating	<1940	0	0	1	0	26	80369.2	5.36E-05
3A	Single-Family Attached	None	<1940	0	0	1	0	26	80369.2	6.97E-07
3A	Single-Family Detached	Ducted Heat Pump	<1940	0	0	1	0	3	30690.1	0.00067102
3A	Single-Family Detached	Ducted Heating	<1940	0	0	1	0	13	76758.4	0.00175351
3A	Single-Family Detached	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
3A	Single-Family Detached	Non-Ducted Heating	<1940	0	0	1	0	26	80369.2	0.00293154
3A	Single-Family Detached	None	<1940	0	0	1	0	26	80369.2	1.71E-05
3B	Mobile Home	Ducted Heat Pump	1940-59	0	0	1	0	0	0	5.39E-06
3B	Mobile Home	Ducted Heating	1940-59	0	0	1	0	3	30287.7	8.70E-05
3B	Mobile Home	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
3B	Mobile Home	Non-Ducted Heating	1940-59	0	0	1	0	4	13956.9	7.24E-05
3B	Mobile Home	None	1940-59	0	0	1	0	4	13956.9	1.13E-05
3B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0	0	1	0	0	0	2.98E-05
3B	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	0	0	1	0	13	58626.7	0.000505668
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0	0	1	0	49	90247.6	0.000533499
3B	Multi-Family with 2 - 4 Units	None	1940-59	0	0	1	0	49	90247.6	7.32E-05
3B	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0	0	1	0	0	0	8.27E-05
3B	Multi-Family with 5+ Units	Ducted Heating	1940-59	0	0	1	0	13	58626.7	0.00101644
3B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
3B	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0	0	1	0	49	90247.6	0.00100205
3B	Multi-Family with 5+ Units	None	1940-59	0	0	1	0	49	90247.6	0.000187639
3B	Single-Family Attached	Ducted Heat Pump	1940-59	0	0	1	0	6	22415.9	1.91E-05
3B	Single-Family Attached	Ducted Heating	1940-59	0	0	1	0	130	465370	0.000319942
3B	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
3B	Single-Family Attached	Non-Ducted Heating	1940-59	0	0	1	0	120	207613	0.00034025
3B	Single-Family Attached	None	1940-59	0	0	1	0	120	207613	6.25E-05
3B	Single-Family Detached	Ducted Heat Pump	1940-59	0	0	1	0	6	22415.9	0.000242833
3B	Single-Family Detached	Ducted Heating	1940-59	0	0	1	0	130	465370	0.00629275
3B	Single-Family Detached	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
3B	Single-Family Detached	Non-Ducted Heating	1940-59	0	0	1	0	120	207613	0.00581582
3B	Single-Family Detached	None	1940-59	0	0	1	0	120	207613	0.000379777
3B	Mobile Home	Ducted Heat Pump	1960-79	0	0	1	0	1	17381.3	6.79E-05
3B	Mobile Home	Ducted Heating	1960-79	0	0	1	0	13	100667	0.00120397
3B	Mobile Home	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
3B	Mobile Home	Non-Ducted Heating	1960-79	0	0	1	0	15	55583	0.000506209
3B	Mobile Home	None	1960-79	0	0	1	0	15	55583	4.38E-05
3B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1960-79	0	0	1	0	4	15100.1	0.000144463
3B	Multi-Family with 2 - 4 Units	Ducted Heating	1960-79	0	0	1	0	69	264286	0.00142828
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1960-79	0	0	1	0	105	201167	0.000702123
3B	Multi-Family with 2 - 4 Units	None	1960-79	0	0	1	0	105	201167	0.000132648
3B	Multi-Family with 5+ Units	Ducted Heat Pump	1960-79	0	0	1	0	4	15100.1	0.000578331
3B	Multi-Family with 5+ Units	Ducted Heating	1960-79	0	0	1	0	69	264286	0.00418372
3B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
3B	Multi-Family with 5+ Units	Non-Ducted Heating	1960-79	0	0	1	0	105	201167	0.00222218
3B	Multi-Family with 5+ Units	None	1960-79	0	0	1	0	105	201167	0.000470679
3B	Single-Family Attached	Ducted Heat Pump	1960-79	0	0	1	0	14	52306.1	8.92E-05
3B	Single-Family Attached	Ducted Heating	1960-79	0	0	1	0	217	793657	0.00109924
3B	Single-Family Attached	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
3B	Single-Family Attached	Non-Ducted Heating	1960-79	0	0	1	0	105	175442	0.000498767
3B	Single-Family Attached	None	1960-79	0	0	1	0	105	175442	5.39E-05
3B	Single-Family Detached	Ducted Heat Pump	1960-79	0	0	1	0	14	52306.1	0.000500108
3B	Single-Family Detached	Ducted Heating	1960-79	0	0	1	0	217	793657	0.00895626
3B	Single-Family Detached	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
3B	Single-Family Detached	Non-Ducted Heating	1960-79	0	0	1	0	105	175442	0.00406695
3B	Single-Family Detached	None	1960-79	0	0	1	0	105	175442	0.000220583
3B	Mobile Home	Ducted Heat Pump	1980-99	0	0	1	0	2	16983.9	9.39E-05
3B	Mobile Home	Ducted Heating	1980-99	0	0	1	0	5	42579.1	0.00122472
3B	Mobile Home	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
3B	Mobile Home	Non-Ducted Heating	1980-99	0	0	1	0	5	30002.9	0.0002914
3B	Mobile Home	None	1980-99	0	0	1	0	5	30002.9	3.00E-05
3B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0	0	1	0	5	20384.8	0.000154486
3B	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	0	0	1	0	49	200284	0.00141237
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0	0	1	0	50	96901.4	0.000393102
3B	Multi-Family with 2 - 4 Units	None	1980-99	0	0	1	0	50	96901.4	7.59E-05
3B	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0	0	1	0	5	20384.8	0.000609082
3B	Multi-Family with 5+ Units	Ducted Heating	1980-99	0	0	1	0	49	200284	0.0044673
3B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
3B	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0	0	1	0	50	96901.4	0.00137207
3B	Multi-Family with 5+ Units	None	1980-99	0	0	1	0	50	96901.4	0.000300204
3B	Single-Family Attached	Ducted Heat Pump	1980-99	0	0	1	0	13	46974.5	9.48E-05
3B	Single-Family Attached	Ducted Heating	1980-99	0	0	1	0	239	868051	0.00143484
3B	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
3B	Single-Family Attached	Non-Ducted Heating	1980-99	0	0	1	0	44	77275.1	0.000335886
3B	Single-Family Attached	None	1980-99	0	0	1	0	44	77275.1	4.21E-05
3B	Single-Family Detached	Ducted Heat Pump	1980-99	0	0	1	0	13	46974.5	0.000532161
3B	Single-Family Detached	Ducted Heating	1980-99	0	0	1	0	239	868051	0.0112645
3B	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
3B	Single-Family Detached	Non-Ducted Heating	1980-99	0	0	1	0	44	77275.1	0.00218323
3B	Single-Family Detached	None	1980-99	0	0	1	0	44	77275.1	0.00013052
3B	Mobile Home	Ducted Heat Pump	2000-09	0	0	1	0	1	4473.46	6.71E-05
3B	Mobile Home	Ducted Heating	2000-09	0	0	1	0	5	25531.4	0.000476903
3B	Mobile Home	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
3B	Mobile Home	Non-Ducted Heating	2000-09	0	0	1	0	1	1848.21	2.92E-05
3B	Mobile Home	None	2000-09	0	0	1	0	1	1848.21	1.09E-05
3B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0	0	1	0	4	8996.16	6.75E-05
3B	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	0	0	1	0	24	54214.4	0.000397598
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	0	0	1	0	7	6049.15	2.60E-05
3B	Multi-Family with 2 - 4 Units	None	2000-09	0	0	1	0	7	6049.15	1.44E-05
3B	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0	0	1	0	4	8996.16	0.000412705
3B	Multi-Family with 5+ Units	Ducted Heating	2000-09	0	0	1	0	24	54214.4	0.00175415
3B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
3B	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	0	0	1	0	7	6049.15	0.000131497
3B	Multi-Family with 5+ Units	None	2000-09	0	0	1	0	7	6049.15	7.25E-05
3B	Single-Family Attached	Ducted Heat Pump	2000-09	0	0	1	0	8	15514.5	5.47E-05
3B	Single-Family Attached	Ducted Heating	2000-09	0	0	1	0	87	158244	0.000513037
3B	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
3B	Single-Family Attached	Non-Ducted Heating	2000-09	0	0	1	0	7	6211.57	2.89E-05
3B	Single-Family Attached	None	2000-09	0	0	1	0	7	6211.57	8.46E-06
3B	Single-Family Detached	Ducted Heat Pump	2000-09	0	0	1	0	8	15514.5	0.00058792
3B	Single-Family Detached	Ducted Heating	2000-09	0	0	1	0	87	158244	0.00744156
3B	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
3B	Single-Family Detached	Non-Ducted Heating	2000-09	0	0	1	0	7	6211.57	0.000388993
3B	Single-Family Detached	None	2000-09	0	0	1	0	7	6211.57	5.34E-05
3B	Mobile Home	Ducted Heat Pump	2010s	0	0	1	0	1	4473.46	2.81E-05
3B	Mobile Home	Ducted Heating	2010s	0	0	1	0	5	25531.4	0.000132868
3B	Mobile Home	Non-Ducted Heat Pump	2010s	0	0	1	0	0	0	0
3B	Mobile Home	Non-Ducted Heating	2010s	0	0	1	0	1	1848.21	9.51E-06
3B	Mobile Home	None	2010s	0	0	1	0	1	1848.21	3.73E-06
3B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0	0	1	0	4	8996.16	3.01E-05
3B	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	0	0	1	0	24	54214.4	0.000153008
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0	0	1	0	0	0	0
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	0	0	1	0	7	6049.15	1.06E-05
3B	Multi-Family with 2 - 4 Units	None	2010s	0	0	1	0	7	6049.15	7.66E-06
3B	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0	0	1	0	4	8996.16	0.000218353
3B	Multi-Family with 5+ Units	Ducted Heating	2010s	0	0	1	0	24	54214.4	0.000843395
3B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0	0	1	0	0	0	0
3B	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	0	0	1	0	7	6049.15	6.61E-05
3B	Multi-Family with 5+ Units	None	2010s	0	0	1	0	7	6049.15	4.05E-05
3B	Single-Family Attached	Ducted Heat Pump	2010s	0	0	1	0	8	15514.5	2.17E-05
3B	Single-Family Attached	Ducted Heating	2010s	0	0	1	0	87	158244	0.000172718
3B	Single-Family Attached	Non-Ducted Heat Pump	2010s	0	0	1	0	0	0	0
3B	Single-Family Attached	Non-Ducted Heating	2010s	0	0	1	0	7	6211.57	1.02E-05
3B	Single-Family Attached	None	2010s	0	0	1	0	7	6211.57	3.69E-06
3B	Single-Family Detached	Ducted Heat Pump	2010s	0	0	1	0	8	15514.5	0.000169617
3B	Single-Family Detached	Ducted Heating	2010s	0	0	1	0	87	158244	0.00182421
3B	Single-Family Detached	Non-Ducted Heat Pump	2010s	0	0	1	0	0	0	0
3B	Single-Family Detached	Non-Ducted Heating	2010s	0	0	1	0	7	6211.57	9.91E-05
3B	Single-Family Detached	None	2010s	0	0	1	0	7	6211.57	7.96E-06
3B	Mobile Home	Ducted Heat Pump	<1940	0	0	1	0	0	0	6.64E-07
3B	Mobile Home	Ducted Heating	<1940	0	0	1	0	2	12858.3	1.20E-05
3B	Mobile Home	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
3B	Mobile Home	Non-Ducted Heating	<1940	0	0	1	0	0	0	1.28E-05
3B	Mobile Home	None	<1940	0	0	1	0	0	0	6.74E-06
3B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0	0	1	0	0	0	8.77E-06
3B	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0	0	1	0	4	15924.1	0.000302234
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0	0	1	0	22	41100.7	0.000289799
3B	Multi-Family with 2 - 4 Units	None	<1940	0	0	1	0	22	41100.7	4.80E-05
3B	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0	0	1	0	0	0	2.73E-05
3B	Multi-Family with 5+ Units	Ducted Heating	<1940	0	0	1	0	4	15924.1	0.000473657
3B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
3B	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0	0	1	0	22	41100.7	0.000510556
3B	Multi-Family with 5+ Units	None	<1940	0	0	1	0	22	41100.7	0.000135464
3B	Single-Family Attached	Ducted Heat Pump	<1940	0	0	1	0	1	3161.42	7.39E-06
3B	Single-Family Attached	Ducted Heating	<1940	0	0	1	0	36	131882	0.000188528
3B	Single-Family Attached	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
3B	Single-Family Attached	Non-Ducted Heating	<1940	0	0	1	0	34	64375.1	0.000188772
3B	Single-Family Attached	None	<1940	0	0	1	0	34	64375.1	5.09E-05
3B	Single-Family Detached	Ducted Heat Pump	<1940	0	0	1	0	1	3161.42	5.63E-05
3B	Single-Family Detached	Ducted Heating	<1940	0	0	1	0	36	131882	0.00200454
3B	Single-Family Detached	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
3B	Single-Family Detached	Non-Ducted Heating	<1940	0	0	1	0	34	64375.1	0.00191423
3B	Single-Family Detached	None	<1940	0	0	1	0	34	64375.1	0.000176669
3C	Mobile Home	Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
3C	Mobile Home	Ducted Heating	1940-59	0	0	1	0	0	0	1.43E-05
3C	Mobile Home	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
3C	Mobile Home	Non-Ducted Heating	1940-59	0	0	1	0	0	0	1.21E-05
3C	Mobile Home	None	1940-59	0	0	1	0	0	0	1.34E-06
3C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
3C	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	0	0	1	0	7	29181.4	0.000184224
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0	0	1	0	13	31638.7	0.000170871
3C	Multi-Family with 2 - 4 Units	None	1940-59	0	0	1	0	13	31638.7	1.50E-05
3C	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
3C	Multi-Family with 5+ Units	Ducted Heating	1940-59	0	0	1	0	7	29181.4	0.000255738
3C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
3C	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0	0	1	0	13	31638.7	0.000281021
3C	Multi-Family with 5+ Units	None	1940-59	0	0	1	0	13	31638.7	4.30E-05
3C	Single-Family Attached	Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
3C	Single-Family Attached	Ducted Heating	1940-59	0	0	1	0	32	122926	0.00014982
3C	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
3C	Single-Family Attached	Non-Ducted Heating	1940-59	0	0	1	0	15	30862.3	0.000135295
3C	Single-Family Attached	None	1940-59	0	0	1	0	15	30862.3	1.16E-05
3C	Single-Family Detached	Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
3C	Single-Family Detached	Ducted Heating	1940-59	0	0	1	0	32	122926	0.00185115
3C	Single-Family Detached	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
3C	Single-Family Detached	Non-Ducted Heating	1940-59	0	0	1	0	15	30862.3	0.00130729
3C	Single-Family Detached	None	1940-59	0	0	1	0	15	30862.3	5.66E-05
3C	Mobile Home	Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
3C	Mobile Home	Ducted Heating	1960-79	0	0	1	0	2	20268.3	0.000207058
3C	Mobile Home	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
3C	Mobile Home	Non-Ducted Heating	1960-79	0	0	1	0	0	0	0.00011625
3C	Mobile Home	None	1960-79	0	0	1	0	0	0	1.01E-05
3C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
3C	Multi-Family with 2 - 4 Units	Ducted Heating	1960-79	0	0	1	0	10	42315.2	0.000373637
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1960-79	0	0	1	0	37	81025.3	0.000298522
3C	Multi-Family with 2 - 4 Units	None	1960-79	0	0	1	0	37	81025.3	3.64E-05
3C	Multi-Family with 5+ Units	Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
3C	Multi-Family with 5+ Units	Ducted Heating	1960-79	0	0	1	0	10	42315.2	0.000932447
3C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
3C	Multi-Family with 5+ Units	Non-Ducted Heating	1960-79	0	0	1	0	37	81025.3	0.000966434
3C	Multi-Family with 5+ Units	None	1960-79	0	0	1	0	37	81025.3	8.94E-05
3C	Single-Family Attached	Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
3C	Single-Family Attached	Ducted Heating	1960-79	0	0	1	0	63	240247	0.000382888
3C	Single-Family Attached	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
3C	Single-Family Attached	Non-Ducted Heating	1960-79	0	0	1	0	22	40648.1	0.000250889
3C	Single-Family Attached	None	1960-79	0	0	1	0	22	40648.1	1.28E-05
3C	Single-Family Detached	Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
3C	Single-Family Detached	Ducted Heating	1960-79	0	0	1	0	63	240247	0.00259711
3C	Single-Family Detached	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
3C	Single-Family Detached	Non-Ducted Heating	1960-79	0	0	1	0	22	40648.1	0.0014768
3C	Single-Family Detached	None	1960-79	0	0	1	0	22	40648.1	4.79E-05
3C	Mobile Home	Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
3C	Mobile Home	Ducted Heating	1980-99	0	0	1	0	2	18692.5	0.000137735
3C	Mobile Home	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
3C	Mobile Home	Non-Ducted Heating	1980-99	0	0	1	0	0	0	4.14E-05
3C	Mobile Home	None	1980-99	0	0	1	0	0	0	5.63E-06
3C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
3C	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	0	0	1	0	15	69138.9	0.000317302
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0	0	1	0	18	37874	0.00012417
3C	Multi-Family with 2 - 4 Units	None	1980-99	0	0	1	0	18	37874	1.68E-05
3C	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
3C	Multi-Family with 5+ Units	Ducted Heating	1980-99	0	0	1	0	15	69138.9	0.000929537
3C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
3C	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0	0	1	0	18	37874	0.000505355
3C	Multi-Family with 5+ Units	None	1980-99	0	0	1	0	18	37874	5.96E-05
3C	Single-Family Attached	Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
3C	Single-Family Attached	Ducted Heating	1980-99	0	0	1	0	46	174974	0.000481601
3C	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
3C	Single-Family Attached	Non-Ducted Heating	1980-99	0	0	1	0	9	15933.7	0.00015948
3C	Single-Family Attached	None	1980-99	0	0	1	0	9	15933.7	9.49E-06
3C	Single-Family Detached	Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
3C	Single-Family Detached	Ducted Heating	1980-99	0	0	1	0	46	174974	0.00192667
3C	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
3C	Single-Family Detached	Non-Ducted Heating	1980-99	0	0	1	0	9	15933.7	0.000475508
3C	Single-Family Detached	None	1980-99	0	0	1	0	9	15933.7	1.95E-05
3C	Mobile Home	Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
3C	Mobile Home	Ducted Heating	2000-09	0	0	1	0	0	0	9.17E-05
3C	Mobile Home	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
3C	Mobile Home	Non-Ducted Heating	2000-09	0	0	1	0	0	0	4.13E-06
3C	Mobile Home	None	2000-09	0	0	1	0	0	0	2.60E-06
3C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
3C	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	0	0	1	0	2	5621.93	8.54E-05
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	0	0	1	0	2	2163.51	8.23E-06
3C	Multi-Family with 2 - 4 Units	None	2000-09	0	0	1	0	2	2163.51	3.54E-06
3C	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
3C	Multi-Family with 5+ Units	Ducted Heating	2000-09	0	0	1	0	2	5621.93	0.000535507
3C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
3C	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	0	0	1	0	2	2163.51	9.32E-05
3C	Multi-Family with 5+ Units	None	2000-09	0	0	1	0	2	2163.51	2.50E-05
3C	Single-Family Attached	Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
3C	Single-Family Attached	Ducted Heating	2000-09	0	0	1	0	23	42509.9	0.000191607
3C	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
3C	Single-Family Attached	Non-Ducted Heating	2000-09	0	0	1	0	2	2037.86	1.46E-05
3C	Single-Family Attached	None	2000-09	0	0	1	0	2	2037.86	3.14E-06
3C	Single-Family Detached	Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
3C	Single-Family Detached	Ducted Heating	2000-09	0	0	1	0	23	42509.9	0.000822866
3C	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
3C	Single-Family Detached	Non-Ducted Heating	2000-09	0	0	1	0	2	2037.86	3.39E-05
3C	Single-Family Detached	None	2000-09	0	0	1	0	2	2037.86	5.06E-06
3C	Mobile Home	Ducted Heat Pump	2010s	0	0	1	0	0	0	0
3C	Mobile Home	Ducted Heating	2010s	0	0	1	0	0	0	2.96E-05
3C	Mobile Home	Non-Ducted Heat Pump	2010s	0	0	1	0	0	0	0
3C	Mobile Home	Non-Ducted Heating	2010s	0	0	1	0	0	0	1.87E-06
3C	Mobile Home	None	2010s	0	0	1	0	0	0	8.29E-07
3C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0	0	1	0	0	0	0
3C	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	0	0	1	0	2	5621.93	3.00E-05
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0	0	1	0	0	0	0
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	0	0	1	0	2	2163.51	3.36E-06
3C	Multi-Family with 2 - 4 Units	None	2010s	0	0	1	0	2	2163.51	2.33E-06
3C	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0	0	1	0	0	0	0
3C	Multi-Family with 5+ Units	Ducted Heating	2010s	0	0	1	0	2	5621.93	0.000333107
3C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0	0	1	0	0	0	0
3C	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	0	0	1	0	2	2163.51	6.20E-05
3C	Multi-Family with 5+ Units	None	2010s	0	0	1	0	2	2163.51	1.65E-05
3C	Single-Family Attached	Ducted Heat Pump	2010s	0	0	1	0	0	0	0
3C	Single-Family Attached	Ducted Heating	2010s	0	0	1	0	23	42509.9	9.50E-05
3C	Single-Family Attached	Non-Ducted Heat Pump	2010s	0	0	1	0	0	0	0
3C	Single-Family Attached	Non-Ducted Heating	2010s	0	0	1	0	2	2037.86	7.47E-06
3C	Single-Family Attached	None	2010s	0	0	1	0	2	2037.86	1.29E-06
3C	Single-Family Detached	Ducted Heat Pump	2010s	0	0	1	0	0	0	0
3C	Single-Family Detached	Ducted Heating	2010s	0	0	1	0	23	42509.9	0.000227782
3C	Single-Family Detached	Non-Ducted Heat Pump	2010s	0	0	1	0	0	0	0
3C	Single-Family Detached	Non-Ducted Heating	2010s	0	0	1	0	2	2037.86	1.03E-05
3C	Single-Family Detached	None	2010s	0	0	1	0	2	2037.86	2.87E-07
3C	Mobile Home	Ducted Heat Pump	<1940	0	0	1	0	0	0	0
